
time 04h 58m 04s, episodes 8135, frames 62.0 M, mean_epr 12.37, run_loss -173.74

	62M frames: saved model

time 04h 59m 04s, episodes 8155, frames 62.1 M, mean_epr 12.49, run_loss -172.25
time 05h 00m 04s, episodes 8175, frames 62.3 M, mean_epr 12.61, run_loss -173.08
time 05h 01m 04s, episodes 8193, frames 62.5 M, mean_epr 12.87, run_loss -170.05
time 05h 02m 04s, episodes 8209, frames 62.7 M, mean_epr 12.74, run_loss -173.39
time 05h 03m 04s, episodes 8229, frames 62.8 M, mean_epr 12.85, run_loss -171.92
time 05h 04m 04s, episodes 8249, frames 63.0 M, mean_epr 13.08, run_loss -171.45
time 05h 05m 04s, episodes 8265, frames 63.2 M, mean_epr 13.48, run_loss -169.14
time 05h 06m 04s, episodes 8281, frames 63.4 M, mean_epr 13.52, run_loss -171.36
time 05h 07m 04s, episodes 8304, frames 63.5 M, mean_epr 14.00, run_loss -170.15
time 05h 08m 04s, episodes 8324, frames 63.7 M, mean_epr 14.38, run_loss -167.63
time 05h 09m 04s, episodes 8343, frames 63.9 M, mean_epr 14.44, run_loss -167.62

	64M frames: saved model

time 05h 10m 04s, episodes 8361, frames 64.1 M, mean_epr 14.49, run_loss -168.78
time 05h 11m 04s, episodes 8380, frames 64.2 M, mean_epr 14.89, run_loss -164.78
time 05h 12m 04s, episodes 8399, frames 64.4 M, mean_epr 14.63, run_loss -168.35
time 05h 13m 04s, episodes 8419, frames 64.6 M, mean_epr 14.67, run_loss -167.59
time 05h 14m 04s, episodes 8438, frames 64.8 M, mean_epr 14.89, run_loss -165.19
time 05h 15m 05s, episodes 8458, frames 64.9 M, mean_epr 14.82, run_loss -166.06
time 05h 16m 05s, episodes 8473, frames 65.1 M, mean_epr 14.95, run_loss -164.66
time 05h 17m 05s, episodes 8495, frames 65.3 M, mean_epr 14.48, run_loss -167.78
time 05h 18m 05s, episodes 8512, frames 65.5 M, mean_epr 14.70, run_loss -167.38
time 05h 19m 05s, episodes 8531, frames 65.6 M, mean_epr 14.40, run_loss -167.78
time 05h 20m 05s, episodes 8547, frames 65.8 M, mean_epr 14.00, run_loss -168.41
time 05h 21m 05s, episodes 8567, frames 66.0 M, mean_epr 14.35, run_loss -167.39

	66M frames: saved model

time 05h 22m 05s, episodes 8587, frames 66.2 M, mean_epr 14.39, run_loss -166.73
time 05h 23m 05s, episodes 8608, frames 66.3 M, mean_epr 14.62, run_loss -165.37
time 05h 24m 05s, episodes 8626, frames 66.5 M, mean_epr 14.80, run_loss -163.12
time 05h 25m 05s, episodes 8648, frames 66.7 M, mean_epr 14.86, run_loss -164.27
time 05h 26m 05s, episodes 8666, frames 66.9 M, mean_epr 15.13, run_loss -162.42
time 05h 27m 05s, episodes 8687, frames 67.0 M, mean_epr 15.58, run_loss -160.45
time 05h 28m 05s, episodes 8708, frames 67.2 M, mean_epr 15.84, run_loss -158.44
time 05h 29m 05s, episodes 8725, frames 67.4 M, mean_epr 15.66, run_loss -160.73
time 05h 30m 05s, episodes 8745, frames 67.6 M, mean_epr 15.48, run_loss -161.94
time 05h 31m 05s, episodes 8765, frames 67.7 M, mean_epr 15.60, run_loss -163.41
time 05h 32m 05s, episodes 8784, frames 67.9 M, mean_epr 15.81, run_loss -161.93

	68M frames: saved model

time 05h 33m 05s, episodes 8805, frames 68.1 M, mean_epr 16.06, run_loss -160.98
time 05h 34m 05s, episodes 8823, frames 68.3 M, mean_epr 16.35, run_loss -160.12
time 05h 35m 05s, episodes 8844, frames 68.4 M, mean_epr 16.64, run_loss -157.50
time 05h 36m 05s, episodes 8864, frames 68.6 M, mean_epr 16.68, run_loss -157.69
time 05h 37m 05s, episodes 8884, frames 68.8 M, mean_epr 16.58, run_loss -159.50
time 05h 38m 05s, episodes 8901, frames 69.0 M, mean_epr 16.72, run_loss -157.10
time 05h 39m 05s, episodes 8921, frames 69.1 M, mean_epr 16.25, run_loss -161.04
time 05h 40m 05s, episodes 8943, frames 69.3 M, mean_epr 16.36, run_loss -160.25
time 05h 41m 05s, episodes 8962, frames 69.5 M, mean_epr 16.46, run_loss -159.34
time 05h 42m 05s, episodes 8982, frames 69.7 M, mean_epr 16.65, run_loss -158.15
time 05h 43m 05s, episodes 9002, frames 69.8 M, mean_epr 16.44, run_loss -158.66

	70M frames: saved model

time 05h 44m 05s, episodes 9024, frames 70.0 M, mean_epr 16.40, run_loss -157.02
time 05h 45m 05s, episodes 9041, frames 70.2 M, mean_epr 16.04, run_loss -159.22
time 05h 46m 05s, episodes 9061, frames 70.4 M, mean_epr 15.80, run_loss -159.53
time 05h 47m 05s, episodes 9080, frames 70.5 M, mean_epr 15.65, run_loss -159.84
time 05h 48m 05s, episodes 9101, frames 70.7 M, mean_epr 15.69, run_loss -159.72
time 05h 49m 05s, episodes 9121, frames 70.9 M, mean_epr 15.97, run_loss -157.37
time 05h 50m 05s, episodes 9140, frames 71.1 M, mean_epr 15.98, run_loss -158.36
time 05h 51m 05s, episodes 9163, frames 71.2 M, mean_epr 16.25, run_loss -157.53
time 05h 52m 05s, episodes 9179, frames 71.4 M, mean_epr 16.06, run_loss -158.31
time 05h 53m 05s, episodes 9198, frames 71.6 M, mean_epr 15.50, run_loss -162.00
time 05h 54m 06s, episodes 9217, frames 71.8 M, mean_epr 15.53, run_loss -163.74
time 05h 55m 06s, episodes 9236, frames 71.9 M, mean_epr 15.58, run_loss -162.13

	72M frames: saved model

time 05h 56m 06s, episodes 9255, frames 72.1 M, mean_epr 15.55, run_loss -162.16
time 05h 57m 06s, episodes 9275, frames 72.3 M, mean_epr 16.04, run_loss -158.84
time 05h 58m 06s, episodes 9294, frames 72.5 M, mean_epr 16.21, run_loss -159.86
time 05h 59m 06s, episodes 9317, frames 72.7 M, mean_epr 16.25, run_loss -158.00
time 06h 00m 06s, episodes 9337, frames 72.8 M, mean_epr 16.17, run_loss -158.49
time 06h 01m 06s, episodes 9357, frames 73.0 M, mean_epr 16.28, run_loss -158.11
time 06h 02m 06s, episodes 9375, frames 73.2 M, mean_epr 16.31, run_loss -159.26
time 06h 03m 06s, episodes 9395, frames 73.3 M, mean_epr 16.62, run_loss -155.70
time 06h 04m 06s, episodes 9413, frames 73.5 M, mean_epr 16.71, run_loss -154.57
time 06h 05m 06s, episodes 9433, frames 73.7 M, mean_epr 16.84, run_loss -153.68
time 06h 06m 06s, episodes 9455, frames 73.8 M, mean_epr 17.09, run_loss -154.52

	74M frames: saved model

time 06h 07m 06s, episodes 9474, frames 74.0 M, mean_epr 16.98, run_loss -154.87
time 06h 08m 06s, episodes 9490, frames 74.2 M, mean_epr 16.66, run_loss -156.91
time 06h 09m 06s, episodes 9510, frames 74.4 M, mean_epr 16.51, run_loss -157.44
time 06h 10m 06s, episodes 9530, frames 74.5 M, mean_epr 16.60, run_loss -157.59
time 06h 11m 06s, episodes 9548, frames 74.7 M, mean_epr 16.84, run_loss -155.54
time 06h 12m 06s, episodes 9567, frames 74.9 M, mean_epr 16.63, run_loss -157.34
time 06h 13m 06s, episodes 9589, frames 75.0 M, mean_epr 16.82, run_loss -156.03
time 06h 14m 06s, episodes 9608, frames 75.2 M, mean_epr 16.68, run_loss -155.40
time 06h 15m 06s, episodes 9624, frames 75.4 M, mean_epr 16.59, run_loss -154.41
time 06h 16m 06s, episodes 9642, frames 75.5 M, mean_epr 16.04, run_loss -160.03
time 06h 17m 06s, episodes 9662, frames 75.7 M, mean_epr 16.04, run_loss -161.09
time 06h 18m 06s, episodes 9680, frames 75.9 M, mean_epr 15.95, run_loss -160.98

	76M frames: saved model

time 06h 19m 06s, episodes 9696, frames 76.0 M, mean_epr 15.81, run_loss -161.29
time 06h 20m 06s, episodes 9716, frames 76.2 M, mean_epr 15.80, run_loss -163.35
time 06h 21m 06s, episodes 9734, frames 76.4 M, mean_epr 15.70, run_loss -164.70
time 06h 22m 06s, episodes 9755, frames 76.6 M, mean_epr 16.07, run_loss -160.87
time 06h 23m 06s, episodes 9774, frames 76.7 M, mean_epr 16.29, run_loss -159.92
time 06h 24m 06s, episodes 9791, frames 76.9 M, mean_epr 16.25, run_loss -160.07
time 06h 25m 06s, episodes 9812, frames 77.1 M, mean_epr 16.26, run_loss -160.20
time 06h 26m 06s, episodes 9829, frames 77.2 M, mean_epr 16.33, run_loss -160.24
time 06h 27m 06s, episodes 9850, frames 77.4 M, mean_epr 16.40, run_loss -157.02
time 06h 28m 06s, episodes 9871, frames 77.6 M, mean_epr 16.49, run_loss -156.34
time 06h 29m 06s, episodes 9890, frames 77.7 M, mean_epr 16.54, run_loss -156.98
time 06h 30m 06s, episodes 9910, frames 77.9 M, mean_epr 16.23, run_loss -156.97

	78M frames: saved model

time 06h 31m 06s, episodes 9929, frames 78.1 M, mean_epr 16.29, run_loss -157.28
time 06h 32m 06s, episodes 9947, frames 78.3 M, mean_epr 16.52, run_loss -156.52
time 06h 33m 06s, episodes 9967, frames 78.4 M, mean_epr 16.48, run_loss -156.23
time 06h 34m 06s, episodes 9986, frames 78.6 M, mean_epr 16.53, run_loss -155.93
time 06h 35m 06s, episodes 10007, frames 78.8 M, mean_epr 16.79, run_loss -154.28
time 06h 36m 06s, episodes 10025, frames 78.9 M, mean_epr 16.86, run_loss -154.61
time 06h 37m 06s, episodes 10043, frames 79.1 M, mean_epr 16.85, run_loss -155.66
time 06h 38m 06s, episodes 10066, frames 79.3 M, mean_epr 16.91, run_loss -154.72
time 06h 39m 06s, episodes 10083, frames 79.4 M, mean_epr 16.89, run_loss -154.92
time 06h 40m 06s, episodes 10102, frames 79.6 M, mean_epr 16.97, run_loss -154.79
time 06h 41m 06s, episodes 10121, frames 79.8 M, mean_epr 17.05, run_loss -154.10
time 06h 42m 06s, episodes 10139, frames 79.9 M, mean_epr 16.68, run_loss -154.44

	80M frames: saved model

